card_description_id,card_id,subject_id,card_subject_description
69,14,4,"Nếu bạn ghét công việc của mình, hay đang làm một công việc dưới sức, nhưng bạn lại không muốn nghỉ việc vì thu nhập ổn định, thì có thể cuối cùng bạn cũng bị ép tới mức phải bỏ. Tất nhiên, điều này sẽ dẫn dắt bạn tới “điều tốt đẹp hơn,” nhưng sao bạn lại không tự mình lựa chọn rời đi? Bạn có thể được lợi nhiều nhất khi thay đổi triệt để. Hãy quyết đoán. Cứ nhảy đi. Bạn có thể làm được."
70,14,5,"Hãy vun trồng những thái độ tích cực. Hiểu rằng dù bạn có đang lạc giữa “màn sương của tâm hồn” đi nữa, thì rồi mọi chuyện sẽ qua. Đừng chống lại sự thay đổi. Cho phép bản thân cảm nhận những gì nó thực sự cảm thấy, nhưng đừng đắm chìm trong nỗi tuyệt vọng; nếu bạn cần sự giúp đỡ để kéo mình ra khỏi bất kì nỗi đau hay mất mát nào, hãy bước ra ngoài. Luôn luôn có một ai đó ngoài kia sẵn sàng chia sẻ với bạn, dù bạn nhìn nhận mình rất cô độc đi nữa, sự thật là có nhiều người quan tâm đến bạn hơn là bạn tưởng đấy."
71,15,1,
72,15,2,
73,15,3,
74,15,4,
75,15,5,
76,16,1,"Đây là thời điểm bạn cần đề phòng bị làm việc quá sức, quá mệt, và quá căng thẳng. Chuyên cần tập thể dục cũng như làm những việc giúp được bạn tập trung vào những vấn đề người khác đang đối mặt thay vì của chính bạn đem lại nhiều lợi ích với bạn. Nếu bạn đang dính phải vấn đề sức khỏe mãn tính, đừng để nó đè nén bạn; bạn còn nhiều thứ khác trong cuộc sống hơn là chỉ có bệnh tật, và bạn sẽ được chữa chị tốt hơn bằng cách lợi dụng những thử thách về sức khỏe như một động lực để phát triển."
77,16,2,"Mọi thứ có thể hoặc sẽ rất căng thẳng trong tương lai gần. Hãy cố đừng cáu gắt với hoàn cảnh của mình, thay vào đó hãy giải quyết trong bình tĩnh và sáng suốt. Hãy đi từng bước một. Nếu bạn cần giúp đỡ về tài chính, đừng ngần ngại hoặc quá kiêu hãnh để đưa ra yêu cầu. Sự giúp đỡ luôn sẵn sàng với bạn. Nếu bạn cảm thấy tình hình tài chính đang dư dả ở hiện tại thì đây vẫn là thời điểm nhắc nhở bạn tiết chế về tài chính. Hãy tiết kiệm để phòng những ngày gian khó!"
78,16,3,"Nếu bạn đang trong một mối quan hệ tình cảm lâu dài, thì một trong hai bên hoặc cả hai có thể đang trong hoàn cảnh như thể cảm thấy như đang bị trói buộc. Nếu bạn đang có những dấu hiệu như vậy, hãy đi nói rõ chuyện đó nếu bạn muốn giữa vững mối quan hệ. Chúng ta luôn có lựa chọn. Hãy chủ động để chuyện thần kỳ xảy ra. Nếu bạn đang tìm kiếm tình yêu của mình, đây có thể là tín hiệu rằng bạn đang tìm kiếm trong vô vọng, một thái độ rõ ràng đẩy những đối tượng có-khả-năng-yêu-bạn ra xa. Nếu bạn rơi vào trường hợp đó, hãy xem xét dành một khoảng thời gian ngắn để thoát khỏi mối quan hệ đó – để tìm kiếm và hiểu bản thân mình tốt hơn. Hãy quay lại cuộc tìm kiếm của bạn khi bạn cảm thấy không còn cấp bách nữa."
79,16,4,"Bạn có thể cảm thấy rất rõ cảm giácbị trói buộc vào một công việc mà bạn không thích nhưng không thể thấy được cách thức rõ ràng nào để rời bỏ vì cảm giác được đảm bảo với công việc đó. Hãy xem xét liệu việc đánh đổi vậy có đáng không; thực chất của vấn đề như ngày làm, tuổi tác, việc nhiều hay ít, trợ cấp, v.v . có thực sự được đảm bảo hay không? Nếu bạn chọn ở lại, hãy nhận thức rằng đây là một lựa chọn mà bạn đang đưa ra,  chứ không có gì hay ai khác áp đặt bạn. Nếu bạn cảm thấy việc đánh đổi này không đáng, hãy dập tắt những cảm giác này và nghĩ về điều bạn có thể làm để thay đổi hoàn cảnh. Bạn sẽ không bị trói buộc trừ khi bạn cho phép bản thân mình bị trói buộc."
80,16,5,"Việc giữ một quan niệm tích cực là điều vô cùng quan trọng trong lúc này. Những lời xác tín tích cực rất quan trọng và sẽ có lợi cho bạn. Hãy nhìn những người xung quanh bạn. Liệu họ là người lạc quan, tích cực giữa mọi người, hay họ là những người thích chỉ trích thái quá, những người đi bắt lỗi người khác khiến cho bạn phiền muộn? Gieo suy nghĩ, gặt hành động. Cuộc đời quá ngắn ngủi, mà tâm trạng lại dễ lây truyền cho nhau."
81,17,1,"Việc chú ý những gì bạn đang làm rất cấp thiết vào lúc này. Hãy cẩn thận. Thần kinh bạn có thể bị căng thẳng, hãy làm bất cứ điều gì cần thiết để bạn bình tĩnh lại và ở trong trạng thái ổn định. Việc tập thể dục có thể giúp ích cho bạn. Nếu bạn biết được những gì bạn đang làm (và biết được về chứng dị ứng của mình, hay những phê chuẩn của bác sỹ) thì hãy cân nhắc việc thử thư giãn bằng thảo mộc. Hãy cẩn thận với thuốc và thức uống có cồn trong thời điểm nay, nếu bạn đang dùng chúng."
82,17,2,"Đây không phải là thời điểm dành cho những cuộc đầu tư mạo hiểm, đánh cược, hay dựa vào xổ số để giải quyết các vấn đề của bạn. Ngay cả khi bạn biết những tin tức không tốt lành mấy, thì cũng hãy tìm hiểu chính xác xem bạn đang phải đối mặt với vấn đề tài chính nào. Nó có thể không đến mức tệ như bạn nghĩ đâu. Tuy nhiên, tránh những rắc rối vẫn là tốt hơn cả. Hãy giải quyết vấn đề theo một cách đơn giản."
83,17,3,"Đây có thể là (nhưng không nhất thiết) một dấu hiệu của một mối quan hệ có khả năng kết thúc. Nếu bạn đang trong một mối quan hệ mà bạn thực sự không muốn dẫn đến kết thúc, thì đây là thời điểm quan trọng dành cho việc kiểm soát mối nguy và dành cho việc nói chuyện rõ ràng với nhau. Hãy tìm hiểu xem đối tượng của bạn đang cảm thấy như thế nào. Đừng suy diễn hay tự đưa ra giả thuyết, mà hãy tìm hiểu rõ ràng."
84,17,4,"Năng lượng vào thời điểm có khuynh hướng dẫn tới các tranh cãi hay xung đột; hãy cố giữ cho tính khí bạn trong tầm kiểm soát. Những xoay chuyển đảo ngược bất chợt có thể xảy ra lúc này. Đây không phải là một dấu hiệu khiến bạn sẽ phải hoảng sợ. Tuy nhiên, nó lại là một dấu hiệu cảnh báo trước để bạn chuẩn bị. Ngay cả khi bạn nghĩ rằng mình đang có một công việc hoặc một nguồn thu nhập ổn định nhất thế giới, bạn sẽ làm gì nếu tất cả chúng biến mất vào ngày mai? Nơi nào bạn có thể chuyển đến để làm việc ngay lập tức nếu bạn bị bắt buộc phải ra đi? Việc suy nghĩ thông suốt ngay từ bây giờ, khi bạn chưa trong tình trạng khủng hoảng, có thể là lợi thế lớn với bạn phòng khi bạn bị tuột dốc. Nếu bạn cảm thấy chán ghét công việc hiện tại, hãy suy nghĩ nghiêm túc để quyết định thay đổi. Bạn đáng được hưởng hạnh phúc mà!"
85,17,5,Đây cũng là thời điểm để giữ một thái độ tích cực nhất có thể. Những hiểu biết và nhận thức mới mẻ có thể đến với bạn trong chớp mắt.
86,18,1,"Đây sẽ là một thời điểm tuyệt vời về sức khỏe. Nếu bạn đang chờ đợi kết quả kiểm tra một số bệnh, chúng sẽ gần như là kết quả rất tốt. Bạn sẽ có bình tĩnh và nghị lực. Hãy chăm sóc tốt cho bản thân mình."
87,18,2,"Sự xuất hiện của The Star là một dấu hiệu cực kỳ tích cực. Bạn sẽ làm kinh tế tốt hơn bạn tưởng. Đây là thời điểm tốt để đương đầu với rủi ro (chỉ với những thứ bạn đủ sức) để mưu cầu nhiều tiền hơn trong công việc của bạn, hoặc để bán được hàng hóa. Bạn sẽ có mọi thứ bạn muốn, khả năng là có nhiều hơn. Hãy tận hưởng chúng."
88,18,3,"Đây là thời điểm tuyệt vời để gặp một ai đó mới nếu bạn đang loay hoay tìm kiếm một mối quan hệ mới. Nếu bạn đang sẵn sàng yêu, hãy ra ngoài và hòa nhập với mọi người. Một mối quan hệ mới có thể xảy đến bất cứ lúc nào. Nếu bạn đã gắn kết với một mối quan hệ nào đó từ trước, thì mối quan hệ của bạn có thể chuyển lên một tầm mới, cao hơn và hòa hợp nhau hơn."
89,18,4,"Công việc hiện tại bạn sẽ rất tốt. Nếu bạn không hài lòng ở vị trí hiện tại, đây là lúc bạn có thể mong đợi những cơ hội mới ập vào cuộc đời mình nếu bạn mở lòng để đón chúng. Hãy sẵn sàng cho những cơ hội đó. Hãy xem lại CV của mình, đọc hướng dẫn và chiến lược về cách tạo ra những thay đổi tích cực trong sự nghiệp, và khi cơ hội gõ cửa, hãy chuẩn bị để trả lời."
90,18,5,"Bạn đang tiếp cận rất gần với tinh thần của mình ngay lúc này, nên đây sẽ là một thời điểm tuyệt vời để bạn tiếp xúc với những người khác và chia sẻ kinh nghiệm và niềm vui của mình. Những nỗ lực của bạn đang làm sẽ được đền đáp gấp nhiều lần. Thế giới cần ánh sáng và hạnh phúc của bạn. Hãy luôn tỏa sáng cho mọi người."
91,19,1,"Hãy luôn nghe theo trực giác của bạn đối với các vấn đề về sức khoẻ. Nếu một chẩn đoán (cho dù là dương tính hay âm tính) mà bạn không cảm thấy đúng, hoặc bạn cảm thấy không thoải mái với dịch vụ chăm sóc sức khoẻ hiện tại, hãy chọn một giải pháp khác hoặc một dịch vụ khác. Đối với những người uống rượu hoặc đang nghiện các chất kích thích, đây là khoảng thời gian chắc chắn là dễ dàng nhất để bạn từ bỏ. Bạn vẫn có thể sử dụng chúng nếu cần nhưng cũng cần chú ý tiết chế điều độ vừa phải thôi."
92,19,2,"Nếu bạn đang chờ đợi những quyết định về mặt tài chính do người khác thực hiện, thì sự xuất hiện của lá bài này có thể ngụ ý rằng bạn sẽ phải chờ đợi lâu hơn nữa. Đây không phải là lúc để ra những quyết định kinh doanh nếu không có những dẫn chứng thật cụ thể và chắc chắn."
93,19,3,"Lá bài này chỉ đến khoảng thời gian nhiều cảm xúc trong tình cảm. Mọi việc có thể nhanh chóng trở nên sôi sục và/hoặc không thoải mái. Hãy nghỉ ngơi nếu bạn thấy cần. Đừng cố suy diễn, và hãy tranh cãi một cách công bằng, nếu bạn buộc phải tranh cãi. Hãy chọn cách bạn tranh cãi đảm bảo rằng bạn đối xử với người yêu như là bạn bè. Đừng gấp gáp chấm dứt hay bắt đầu một mối quan hệ mới. Đây có lẽ không phải là lúc thích hợp cho cả hai việc này."
94,19,4,"Không may là mọi việc có thể không rõ ràng một chút nào. Hãy hỏi và tập lắng nghe chủ động để đảm bảo rằng bạn và đồng nghiệp hiểu nhau hoàn toàn. Một lần nữa, sự kiên nhẫn là cần thiết. Hãy bình tĩnh, và cụ thể là khi bạn cảm thấy như đang bị công kích thì hãy tin vào đồng nghiệp hoặc người giám sát của bạn. Sự thật có thể không tệ như bạn nghĩ đâu."
